"N_PLANO","COD_CURSO","COD_ESCOLA","N_DISCIPLINA","DISCIPLINA","ANO","SEMESTRE"
464,7275,3041,1008,"Etologia e Bem-Estar Animal",1,0
464,7275,3041,1009,"Implantação e Gestão do Canil",1,0
464,7275,3041,1010,"Organização e Gestão de Empresas",1,0
464,7275,3041,1011,"Outros Animais de Companhia",1,0
464,7275,3041,1012,"Profilaxia das Doenças Caninas",1,0
464,7275,3041,1013,"Relações Interpessoais",1,0
464,7275,3041,1014,"Reprodução e Nutrição Canina",1,0
464,7275,3041,1015,"Sistemas Extensivos de produção Animal",1,0
464,7275,3041,1016,"Técnicas de Enfermagem Veterinária",1,0
464,7275,3041,1017,"Tecnologias de Informação e Comunicação",1,0
474,6686,3043,1101,"Complementos de Bases de Dados",1,1
474,6686,3043,1102,"Ética e Direito na Informática",1,1
474,6686,3043,1103,"Inteligência Artificial",1,1
474,6686,3043,1104,"Opção I",1,1
474,6686,3043,1105,"Segurança em Sistemas Informáticos",1,2
474,6686,3043,1201,"Administração de Serviços e Aplicações Informáticas",1,2
474,6686,3043,1202,"Arquitetura de Sistemas de Informação",1,2
474,6686,3043,1203,"Desenvolvimento de Aplicações Multimédia",1,2
474,6686,3043,1204,"Paradigmas da Programação",1,2
474,6686,3043,1205,"Sistemas de Apoio à Decisão",1,1
474,6686,3043,2001,"Dissertação; Trabalho de Projeto; Estágio",2,0
474,6686,3043,2101,"Estratégia e Qualidade em Sistemas de Informação",2,1
474,6686,3043,2102,"Gestão de Projetos",2,1
474,6686,3043,2103,"Metodologias de Investigação, Inovação e Empreendedorismo",2,1
475,6793,3043,1101,"Opção I",1,1
475,6793,3043,1102,"Fontes Renováveis de Energia",1,1
475,6793,3043,1103,"Política Energética e Análise de Investimentos",1,1
475,6793,3043,1104,"Opção II",1,1
475,6793,3043,1105,"Opção III",1,1
475,6793,3043,1201,"Sistemas de Biomassa",1,2
475,6793,3043,1202,"Sistemas de Cogeração",1,2
475,6793,3043,1203,"Sistemas Eólicos",1,2
475,6793,3043,1204,"Sistemas Fotovoltaicos",1,2
475,6793,3043,1205,"Sistemas Solar Térmicos",1,2
475,6793,3043,2001,"Dissertação; Trabalho de Projeto; Estágio",2,0
475,6793,3043,2101,"Gestão de Energia",2,1
475,6793,3043,2102,"Opção IV",2,1
475,6793,3043,2103,"Sistemas de Propulsão Elétrica",2,1
478,1350,7015,1101,"Antropologia Social e da Saúde",1,1
478,1350,7015,1102,"Assistência Social nos Cuidados Continuados",1,1
478,1350,7015,1103,"Ética e Direito em Saúde",1,1
478,1350,7015,1104,"Gestão das Organizações",1,1
478,1350,7015,1105,"Métodos e Técnicas de Investigação",1,1
478,1350,7015,1106,"Relação de Ajuda e Intervenção Terapêutica",1,1
478,1350,7015,1201,"Controlo da Dor e dos Sintomas em Cuidados Continuados",1,2
478,1350,7015,1202,"Cuidados Continuados ao Longo do Ciclo Vital",1,2
478,1350,7015,1203,"Epidemiologia e Bioestatística",1,2
478,1350,7015,1204,"Intervenção Familiar e Cuidadores",1,2
478,1350,7015,1205,"Morte e Luto; Espiritualidade e Fim de Vida",1,2
398,6686,3043,2101,"Estratégia e Qualidade em Sistemas de Informação",2,1
398,6686,3043,2102,"Gestão de Projetos",2,1
398,6686,3043,2103,"Metodologias de Investigação, Inovação e Empreendedorismo",2,1
393,9549,7015,1101,"Anatomohistofisiologia I",1,1
393,9549,7015,1102,"Bioestatistica I",1,1
393,9549,7015,1103,"Biofísica",1,2
393,9549,7015,1104,"Biologia Celular",1,1
393,9549,7015,1105,"Identidade e Integração Profissional",1,1
393,9549,7015,1106,"Química Geral  e Inorgânica",1,1
393,9549,7015,1201,"Anatomohistofisiologia II",1,2
393,9549,7015,1202,"Bioestatística II",1,2
393,9549,7015,1203,"Bioquímica",1,2
393,9549,7015,1204,"Microbiologia",1,2
393,9549,7015,1205,"Química Orgânica",1,2
393,9549,7015,1206,"Técnicas Laboratoriais em Farmácia",1,2
393,9549,7015,2101,"Farmacognosia",2,1
393,9549,7015,2102,"Farmacologia I",2,1
393,9549,7015,2103,"Genética",2,2
393,9549,7015,2104,"Patologia Geral",2,1
393,9549,7015,2105,"Química Analítica",2,1
393,9549,7015,2106,"Tecnologia Farmacêutica I",2,1
393,9549,7015,2201,"Administração e Gestão",2,2
393,9549,7015,2202,"Bioética e Deontologia",2,2
393,9549,7015,2203,"Farmacologia II",2,2
393,9549,7015,2204,"Imunologia",2,2
393,9549,7015,2205,"Química Farmacêutica",2,2
393,9549,7015,2206,"Tecnologia Farmacêutica II",2,2
393,9549,7015,3101,"Biologia Molecular",3,1
393,9549,7015,3102,"Biotecnologia do Fármaco",3,1
393,9549,7015,3103,"Distribuição de Medicamentos",3,2
393,9549,7015,3104,"Farmacoterapia I",3,1
393,9549,7015,3105,"Farmacotoxicologia",3,1
393,9549,7015,3106,"Psicossociologia",3,1
393,9549,7015,3201,"Métodos e Técnicas de Investigação",3,2
393,9549,7015,3202,"Controlo de Qualidade e Farmacovigilância",3,1
393,9549,7015,3203,"Dermofarmácia",3,2
478,1350,7015,1206,"Reabilitação e Dependência nos Cuidados Continuados",1,2
478,1350,7015,2001,"Trabalho de Projeto/Estágio",2,0
486,5036,3041,1101,"Análises Bioquímicas",1,1
486,5036,3041,1102,"Hematologia Clínica",1,1
486,5036,3041,1103,"Imunologia e Profilaxia",1,1
486,5036,3041,1104,"Métodos e Técnicas de Investigação",1,1
486,5036,3041,1105,"Novas Tecnologias em Reprodução Animal",1,1
486,5036,3041,1201,"Gestão da Qualidade em Laboratórios",1,2
486,5036,3041,1202,"Imagiologia Clínica",1,2
486,5036,3041,1203,"Infeciologia Laboratorial",1,2
486,5036,3041,1204,"Micologia e Parasitologia",1,2
486,5036,3041,1205,"Técnicas de Biologia Molecular",1,2
486,5036,3041,2001,"Projeto/Estágio",2,0
501,8149,7015,3102,"Controlo e Certificação da Qualidade Alimentar",3,2
501,8149,7015,3103,"Dietética Clínica II",3,1
501,8149,7015,3104,"Dietética Comunitária",3,1
501,8149,7015,3105,"Epidemiologia",3,1
501,8149,7015,3106,"Farmacologia",3,1
501,8149,7015,3201,"Dietética Clínica III",3,2
501,8149,7015,3202,"Gestão e Administração em Dietética e Alimentação",3,2
501,8149,7015,3203,"Métodos de Investigação",3,2
501,8149,7015,3204,"Nutrigenómica",3,2
501,8149,7015,3205,"Tecnologia Alimentar",3,1
501,8149,7015,3206,"Toxicologia Alimentar",3,2
501,8149,7015,4101,"Estágio I",4,1
501,8149,7015,4201,"Estágio II",4,2
393,9549,7015,3204,"Epidemiologia",3,2
393,9549,7015,3205,"Farmacoterapia II",3,2
393,9549,7015,3206,"Tecnologia Asséptica em Farmácia",3,2
393,9549,7015,4101,"Estágio I",4,1
393,9549,7015,4201,"Estágio II",4,2
405,9497,7015,1101,"Anatomohistofisiologia I",1,1
405,9497,7015,1102,"Biofísica",1,1
405,9497,7015,1103,"Biologia Celular",1,1
405,9497,7015,1104,"Identidade e Integração Profissional",1,1
405,9497,7015,1105,"Informática",1,1
405,9497,7015,1106,"Química Geral  e Inorgânica",1,1
405,9497,7015,1201,"Anatomohistofisiologia II",1,2
405,9497,7015,1202,"Bioestatística I",1,2
405,9497,7015,1203,"Bioquímica",1,2
405,9497,7015,1204,"Métodos Instrumentais de Análise",1,2
405,9497,7015,1205,"Microbiologia",1,2
405,9497,7015,1206,"Química Orgânica",1,2
405,9497,7015,2101,"Administração e Gestão",2,1
405,9497,7015,2102,"Bioestatística II",2,1
405,9497,7015,2103,"Biologia Molecular I",2,1
405,9497,7015,2104,"Parasitologia, Micologia e Virologia",2,1
405,9497,7015,2105,"Patologia Clínica I",2,1
405,9497,7015,2106,"Saúde Pública",2,1
405,9497,7015,2201,"Biologia Molecular II",2,2
405,9497,7015,2202,"Epidemiologia",2,2
405,9497,7015,2203,"Patologia Clínica II",2,2
405,9497,7015,2204,"Psicossociologia",2,2
405,9497,7015,2205,"Patologia Forense",2,2
405,9497,7015,2206,"Genética",2,2
405,9497,7015,3101,"Microbiologia Clínica Laboratorial I",3,1
405,9497,7015,3102,"Bioquímica Clínica I",3,1
405,9497,7015,3103,"Fármaco/Toxicologia",3,1
405,9497,7015,3104,"Hematologia Laboratorial I",3,1
405,9497,7015,3105,"Imunologia Aplicada",3,1
405,9497,7015,3106,"Gestão e Garantia de Qualidade",3,1
405,9497,7015,3201,"Microbiologia Clínica Laboratorial II",3,2
405,9497,7015,3202,"Análise das Águas e Alimentos",3,2
405,9497,7015,3203,"Bioquímica Clínica II",3,2
405,9497,7015,3204,"Hematologia Laboratorial II",3,2
405,9497,7015,3205,"Imunohemoterapia Laboratorial",3,2
405,9497,7015,3206,"Métodos e Técnicas de Investigação",3,2
405,9497,7015,4101,"Estágio I",4,1
405,9497,7015,4201,"Estágio II",4,2
395,8142,7015,1101,"Anatomohistofisiologia I",1,1
395,8142,7015,1102,"Biologia Celular",1,1
395,8142,7015,1103,"Identidade e Integração Profissional",1,1
395,8142,7015,1104,"Microbiologia",1,1
395,8142,7015,1105,"Psicologia da Saúde",1,1
395,8142,7015,1106,"Química Geral e Orgânica",1,1
395,8142,7015,1201,"Anatomohistofisiologia II",1,2
395,8142,7015,1202,"Bioestatística I",1,2
395,8142,7015,1203,"Bioquímica I",1,2
395,8142,7015,1204,"Bromatologia",1,2
395,8142,7015,1205,"Dietética e Nutrição",1,2
395,8142,7015,1206,"Microbiologia e Segurança Alimentar",1,2
395,8142,7015,2101,"Bioestatística II",2,1
395,8142,7015,2102,"Bioquímica II",2,1
395,8142,7015,2103,"Dietética I",2,1
395,8142,7015,2104,"Dietética Laboratorial",2,1
395,8142,7015,2105,"Patologia Clinica I",2,1
395,8142,7015,2106,"Sociologia da Alimentação",2,1
395,8142,7015,2201,"Dietética Clínica I",2,2
395,8142,7015,2202,"Dietética em Restauração Pública e Colectiva",2,2
395,8142,7015,2203,"Dietética II",2,2
395,8142,7015,2204,"Direito e Política em Dietética",2,2
395,8142,7015,2205,"Imunologia",2,2
395,8142,7015,2206,"Patologia Clinica II",2,2
395,8142,7015,3101,"Comunicação e Aconselhamento",3,1
395,8142,7015,3102,"Controlo e Certificação da Qualidade Alimentar",3,1
395,8142,7015,3103,"Dietética Clínica II",3,1
395,8142,7015,3104,"Dietética Comunitária",3,1
395,8142,7015,3105,"Epidemiologia",3,1
395,8142,7015,3106,"Farmacologia",3,1
395,8142,7015,3201,"Dietética Clínica III",3,2
395,8142,7015,3202,"Gestão e Administração em Dietética e Alimentação",3,2
395,8142,7015,3203,"Métodos de Investigação",3,2
395,8142,7015,3204,"Nutrigenómica",3,2
395,8142,7015,3205,"Tecnologia Alimentar",3,2
395,8142,7015,3206,"Toxicologia Alimentar",3,2
395,8142,7015,4101,"Estágio I",4,1
395,8142,7015,4201,"Estágio II",4,2
426,3236,7015,1101,"Enfermagem de Reabilitação I",1,1
426,3236,7015,1102,"Ética e Direito em Saúde",1,1
426,3236,7015,1103,"Formação Pedagógica",1,1
426,3236,7015,1104,"Gestão em Saúde",1,1
426,3236,7015,1105,"Metodologias de Investigação",1,1
426,3236,7015,1106,"Relação de Ajuda e Intervenção Terapêutica",1,1
426,3236,7015,1201," Investigação Aplicada em Enfer. de Reabilitação",1,2
426,3236,7015,1202,"Enfer. de Reabilitação na Família e na Comunidade",1,2
426,3236,7015,1203,"Enfermagem de Reabilitação II",1,2
426,3236,7015,1204,"Enfermagem de Reabilitação III",1,2
426,3236,7015,1205,"Seminários",1,2
426,3236,7015,2101,"Estágio I",2,1
426,3236,7015,2102,"Estágio II",2,1
426,3236,7015,2103,"Estágio III",2,1
426,3236,7015,2104,"Estágio IV",2,1
434,5009,3043,1004,"Instrumentos de Gestão",1,1
434,5009,3043,1101,"Complementos de Gestão",1,1
434,5009,3043,1102,"Comportamento Organizacional",1,1
434,5009,3043,1103,"Economia e Finanças Empresariais",1,1
434,5009,3043,1105,"Tratamento e Análise de Dados",1,1
434,5009,3043,1201,"Complementos de Gestão de Recursos Humanos",1,2
434,5009,3043,1202,"Gestão da Inovação e Empreendedorismo",1,2
434,5009,3043,1203,"Gestão da Qualidade",1,2
434,5009,3043,1204,"Gestão Estratégica e Marketing",1,2
434,5009,3043,1205,"Opção I",1,2
434,5009,3043,2101,"Dissertação/Trabalho de Projeto/Estágio",2,1
435,5009,3043,1101,"Complementos de Gestão",1,1
435,5009,3043,1102,"Comportamento Organizacional",1,1
435,5009,3043,1103,"Economia e Finanças Empresariais",1,1
435,5009,3043,1104,"Instrumentos de Gestão",1,1
435,5009,3043,1105,"Tratamento e Análise de Dados",1,1
435,5009,3043,1201,"Economia da Saúde",1,2
435,5009,3043,1202,"Gestão e Logística das Unidades de Saúde",1,2
435,5009,3043,1203,"Opção I",1,2
435,5009,3043,1204,"Política e Organização dos Sistemas de Saúde",1,2
435,5009,3043,1205,"Qualidade em Unidades de Saúde",1,2
435,5009,3043,2101,"Dissertação/Trabalho de Projeto/Estágio",2,1
436,5009,3043,1101,"Complementos de Gestão",1,1
436,5009,3043,1102,"Comportamento Organizacional",1,1
436,5009,3043,1103,"Economia e Finanças Empresariais",1,1
436,5009,3043,1104,"Instrumentos de Gestão",1,1
436,5009,3043,1105,"Tratamento e Análise de Dados",1,1
436,5009,3043,1201,"Auditoria Pública",1,2
436,5009,3043,1202,"Contabilidade e Finanças Públicas Avançadas",1,2
436,5009,3043,1203,"Direito Administrativo",1,2
436,5009,3043,1204,"Economia Pública",1,2
436,5009,3043,1205,"Opção I",1,2
436,5009,3043,2101,"Dissertação/Trabalho de Projeto/Estágio",2,1
437,9284,3042,1001,"Metodologias de Investigação",1,0
437,9284,3042,1101,"Projeto Educativo e Ciclos de Vida",1,1
437,9284,3042,1102,"Temas Aprofundados em Comunicação e Competências de Atendimento",1,1
437,9284,3042,1103,"Temas Aprofundados em Contextos Sociais de Marginalização",1,1
437,9284,3042,1104,"Temas Aprofundados em Sistemas Familiares e Comunitários",1,1
437,9284,3042,1105,"Teorias e Modelos em Educação Social",1,1
437,9284,3042,1201,"Ética e Deontologia Profissional",1,2
437,9284,3042,1202,"Gestão e Avaliação de Projetos",1,2
437,9284,3042,1203,"Temas Aprofundados em Comportamentos Desviantes",1,2
437,9284,3042,1204,"Temas Aprofundados em Dinâmicas Sociais de Desenvolvimento Local",1,2
437,9284,3042,1205,"Temas Aprofundados em Gerontologia",1,2
437,9284,3042,2001,"Dissertação/Projeto/Relatório de Estágio",2,0
437,9284,3042,2002,"Intervenção Sócio-Educativa",2,0
437,9284,3042,2101,"Estatística na Investigação em Ciências Sociais",2,1
438,6795,3042,1001,"Didáctica do Espanhol",1,0
438,6795,3042,1002,"Didáctica do Inglês",1,0
438,6795,3042,1003,"Ensino/Aprendizagem das Línguas Estrangeiras",1,0
438,6795,3042,1101,"Ética Profissional",1,1
438,6795,3042,1102,"Psicologia da Relação Educativa",1,1
438,6795,3042,1103,"Psicologia do Desenvolvimento e da Aprendizagem",1,1
438,6795,3042,1104,"Teoria e Desenvolvimento Curricular",1,1
438,6795,3042,1201,"Integração Curricular das TIC",1,2
438,6795,3042,1202,"Metodologia da Investigação em Educação",1,2
217,1771,3047,3202,"Ergonomia de Sistemas",3,2
217,1771,3047,3203,"Sistemas de Informação e Marketing",3,2
217,1771,3047,3205,"Técnicas de Expressão",3,2
220,1771,3047,1101,"Conceção e Composição Gráfica",1,1
220,1771,3047,1102,"Gestão Integrada de Projetos",1,1
220,1771,3047,1103,"Projeto I",1,1
220,1771,3047,1104,"Tecnologias da Comunicação Audiovisual",1,1
220,1771,3047,1201,"Comunicação Organizacional",1,2
220,1771,3047,1202,"Laboratório Multimédia",1,2
220,1771,3047,1203,"Projeto II",1,2
220,1771,3047,1204,"Seminário",1,2
216,1580,3047,1001,"Projeto",1,0
216,1580,3047,1101,"Redes de Comunicação III",1,1
216,1580,3047,1102,"Sistemas Móveis I",1,1
216,1580,3047,1103,"Tecnologias Multimédia",1,1
216,1580,3047,1201,"Redes de Comunicação IV",1,2
216,1580,3047,1202,"Segurança de Informação",1,2
216,1580,3047,1203,"Sistemas Móveis II",1,2
246,1554,3047,1101,"Auditoria Pública",1,1
246,1554,3047,1102,"Contabilidade das Sociedades",1,1
246,1554,3047,1103,"Controlo de Gestão",1,1
246,1554,3047,1104,"Economia Portuguesa",1,1
246,1554,3047,1105,"Gestão da Qualidade",1,1
246,1554,3047,1106,"Políticas Públicas",1,1
246,1554,3047,1201,"Desenvolvimento Regional",1,2
246,1554,3047,1202,"Direito Comunitário",1,2
246,1554,3047,1203,"Gestão Estratégica",1,2
246,1554,3047,1204,"Seminário/Estágio",1,2
231,1554,3047,1101,"Ciências da Administração",1,1
231,1554,3047,1102,"Contabilidade Geral I",1,1
231,1554,3047,1103,"Informática",1,1
231,1554,3047,1104,"Introdução às Ciências Sociais",1,1
231,1554,3047,1105,"Matemática I",1,1
231,1554,3047,1106,"Noções Fundamentais de Direito",1,1
231,1554,3047,1201,"Administração Pública Portuguesa",1,2
231,1554,3047,1202,"Contabilidade Geral II",1,2
231,1554,3047,1203,"Direito Constitucional",1,2
231,1554,3047,1204,"Ferramentas de Apoio à Gestão",1,2
231,1554,3047,1205,"História Económica e Social Contemporânea",1,2
231,1554,3047,1206,"Matemática II",1,2
231,1554,3047,2101,"Contabilidade das Sociedades",2,1
231,1554,3047,2102,"Contabilidade de Gestão I",2,1
231,1554,3047,2103,"Direito do Trabalho",2,1
231,1554,3047,2104,"Estatística",2,1
231,1554,3047,2105,"Fiscalidade I",2,1
231,1554,3047,2106,"Microeconomia",2,1
231,1554,3047,2201,"Contabilidade de Gestão II",2,2
231,1554,3047,2202,"Direito Comercial",2,2
231,1554,3047,2203,"Finanças Públicas",2,2
231,1554,3047,2204,"Fiscalidade II",2,2
231,1554,3047,2205,"Gestão Pública",2,2
231,1554,3047,3101,"Contabilidade Pública I",3,1
231,1554,3047,3102,"Controlo de Gestão",3,1
231,1554,3047,3103,"Direito Administrativo",3,1
231,1554,3047,3104,"Gestão de Recursos Humanos",3,1
231,1554,3047,3105,"Matemática Financeira",3,1
231,1554,3047,3106,"Projeto II (Facultativo)",3,1
231,1554,3047,3107,"Sistemas de Informação para a Gestão",3,1
231,1554,3047,3201,"Análise de Investimentos",3,2
231,1554,3047,3202,"Auditoria",3,2
231,1554,3047,3203,"Contabilidade Pública II",3,2
231,1554,3047,3204,"Gestão Financeira",3,2
421,5025,3043,2001,"Trabalho de Projeto/Estágio",2,0
422,5025,3043,2001,"Trabalho de Projeto/estágio",2,0
428,7162,3041,1021,"Tecnologias de Informação e Comunicação",1,0
428,7162,3041,1022,"Vigilância, Detecção e Combate",1,0
389,7219,3043,1001,"Automação e Robótica",1,0
389,7219,3043,1002,"Controlo Numérico de Máquinas",1,0
389,7219,3043,1003,"Desenho, Modelação e Controlo Dimensional e Geométrico",1,0
389,7219,3043,1004,"Estágio",1,0
389,7219,3043,1005,"Estatística Industrial",1,0
389,7219,3043,1006,"Fundamentos de Economia e Gestão Empresarial",1,0
389,7219,3043,1007,"Gestão da Qualidade e da Manutenção",1,0
389,7219,3043,1008,"Informática",1,0
389,7219,3043,1009,"Matemática",1,0
389,7219,3043,1010,"Organização da Produção e Logística",1,0
389,7219,3043,1011,"Segurança e Higiene no Trabalho",1,0
389,7219,3043,1012,"Soldadura e Caracterização Metalúrgica das Ligações",1,0
342,6369,3041,1101,"Controlo Microbiológico",1,1
342,6369,3041,1102,"Limpeza, Desinfecção e Segurança",1,1
342,6369,3041,1103,"Métodos de Controlo Físico-Químico",1,1
342,6369,3041,1104,"Química e Toxicologia de Alimentos",1,1
342,6369,3041,1105,"Segurança e Rastreabilidade de Prod Origem Vegetal",1,1
342,6369,3041,1201,"Controlo Sensorial",1,2
342,6369,3041,1202,"Delineamento Experimental e Análise Multivariada",1,2
342,6369,3041,1203,"Embalagem, Armazenamento e Transporte",1,2
342,6369,3041,1204,"Laboratórios Integrados",1,2
342,6369,3041,1205,"Legislação e Licenciamento de Indústrias Agro-Alimentares",1,2
342,6369,3041,1206,"Segurança e Rastreabilidade de Prod Origem Animal",1,2
342,6369,3041,2101,"Autenticidade de Produtos Alimentares",2,1
342,6369,3041,2102,"Gestão de Segurança Alimentar e Saúde Pública",2,1
342,6369,3041,2103,"OGM's em Alimentos",2,1
342,6369,3041,2001,"Dissertação/Projeto/Estágio",2,0
350,6369,3041,1105,"Química e Toxicologia de Alimentos",1,1
350,6369,3041,2103,"Legislação e Licenciamento de Indústrias Agro-Alimentares",2,1
350,6369,3041,2104,"Segurança e Rastreabilidade de Produtos de Origem Animal",2,1
350,6369,3041,1101,"Controlo Microbiológico",1,1
350,6369,3041,1102,"Delineamento Experimental e Análise Multivariada",1,1
350,6369,3041,1103,"Embalagem, Armazenamento e Transporte",1,1
350,6369,3041,1104,"Métodos de Controlo Físico-Químico",1,1
350,6369,3041,1201,"Autenticidade de Produtos Alimentares",1,2
350,6369,3041,1202,"Gestão de Segurança Alimentar e Saúde Pública",1,2
350,6369,3041,1203,"Limpeza, Desinfecção e Segurança",1,2
350,6369,3041,1204,"OGM's em Alimentos",1,2
350,6369,3041,1205,"Segurança e Rastreabilidade de Produtos de Origem Vegetal",1,2
350,6369,3041,2001,"Dissertação/Projeto/Estágio",2,0
350,6369,3041,2101,"Controlo Sensorial",2,1
350,6369,3041,2102,"Laboratórios Integrados",2,1
439,6914,3042,1001,"Prática de Ensino Supervisionada",1,0
439,6914,3042,1101,"Oficina de Didácticas Integradas",1,1
439,6914,3042,1102,"Oficina de Expressões",1,1
439,6914,3042,1103,"Pedagogia e Inovação em Educação da Criança",1,1
439,6914,3042,1201,"Investigação em Educação da Criança",1,2
439,6914,3042,1202,"Necessidades Educativas Especiais",1,2
413,6924,3042,1001,"Didáctica do Estudo do Meio no 1º Ciclo do Ensino Básico",1,0
413,6924,3042,1002,"Prática de Ensino Supervisionada",1,0
413,6924,3042,1101,"Didáctica da Matemática no 1º Ciclo do Ensino Básico",1,1
413,6924,3042,1102,"Didáctica do Português no 1º Ciclo do Ensino Básico",1,1
438,6795,3042,1203,"Necessidades Educativas Especiais",1,2
438,6795,3042,1204,"Sociologia das Organizações Escolares",1,2
438,6795,3042,2001,"Língua e Cultura Espanhola",2,0
438,6795,3042,2002,"Língua e Cultura Inglesa",2,0
438,6795,3042,2003,"Prática de Ensino Supervisionada",2,0
440,6925,3042,1001,"Educação Matemática",1,0
440,6925,3042,1101,"Ciências da Terra e da Vida",1,1
440,6925,3042,1102,"História e Geografia de Portugal",1,1
440,6925,3042,1103,"Linguagem e Práticas de Comunicação",1,1
440,6925,3042,1104,"Pedagogia e Inovação em Educação da Criança",1,1
440,6925,3042,1201,"Didática da História e da Geografia",1,2
440,6925,3042,1202,"Didática das Ciências da Natureza",1,2
440,6925,3042,1203,"Didática do Português no Ensino Básico",1,2
440,6925,3042,1204,"Investigação em Educação da Criança",1,2
440,6925,3042,1205,"Necessidades Educativas Especiais",1,2
440,6925,3042,2001,"Didática da Matemática no Ensino Básico",2,0
440,6925,3042,2002,"Prática de Ensino Supervisionada",2,0
186,1916,3047,1101,"Análise Matemática I",1,1
186,1916,3047,1102,"Contabilidade Geral I",1,1
186,1916,3047,1103,"Introdução à Informática",1,1
186,1916,3047,1104,"Microeconomia",1,1
186,1916,3047,1105,"Noções Fundamentais de Direito",1,1
186,1916,3047,1106,"Sociologia",1,1
186,1916,3047,1201,"Análise Matemática II",1,2
186,1916,3047,1202,"Contabilidade Geral II",1,2
186,1916,3047,1203,"Sistemas de Informação e Bases de Dados",1,2
186,1916,3047,2101,"Contabilidade Analítica I",2,1
186,1916,3047,2102,"Direito do Trabalho",2,1
186,1916,3047,2103,"Economia de Empresa",2,1
186,1916,3047,2104,"Estatística",2,1
186,1916,3047,2105,"História Económica e Social",2,1
186,1916,3047,2106,"Teoria da Contabilidade",2,1
186,1916,3047,2201,"Contabilidade Analítica II",2,2
186,1916,3047,2202,"Contabilidade Geral III",2,2
186,1916,3047,2203,"Contabilidade Instituições Financeiras",2,2
186,1916,3047,2204,"Contabilidade Pública",2,2
186,1916,3047,2205,"Investigação Operacional",2,2
186,1916,3047,2206,"Sociologia das Organizações e do Trabalho",2,2
186,1916,3047,3101,"Contabilidade de Gestão I",3,1
186,1916,3047,3102,"Contabilidade Nacional",3,1
186,1916,3047,3103,"Direito Fiscal",3,1
186,1916,3047,3104,"Gestão Financeira I",3,1
186,1916,3047,3105,"Matemática Financeira",3,1
186,1916,3047,3106,"Métodos Quantitativos",3,1
186,1916,3047,3201,"Análises de Investimentos",3,2
186,1916,3047,3202,"Auditoria I",3,2
186,1916,3047,3203,"Contabilidade de Gestão II",3,2
186,1916,3047,3204,"Fiscalidade das Empresas",3,2
186,1916,3047,3205,"Gestão Financeira II",3,2
186,1916,3047,3206,"Relato Financeiro",3,2
187,1916,3047,1101,"Análise Financeira",1,1
187,1916,3047,1102,"Auditoria II",1,1
187,1916,3047,1103,"Contabilidade Financeira Avançada",1,1
231,1554,3047,3205,"Governo Local e Administração Autárquica",3,2
231,1554,3047,3206,"Marketing",3,2
231,1554,3047,3207,"Projeto III (Facultativo)",3,2
232,1554,3047,1101,"Auditoria Pública",1,1
232,1554,3047,1102,"Ciência Política",1,1
232,1554,3047,1103,"Complementos de Gestão Financeira",1,1
232,1554,3047,1104,"Economia Portuguesa",1,1
232,1554,3047,1105,"Gestão da Qualidade",1,1
232,1554,3047,1106,"Políticas Públicas",1,1
232,1554,3047,1201,"Desenvolvimento Regional",1,2
232,1554,3047,1202,"Direito Comunitário",1,2
232,1554,3047,1203,"Gestão Estratégica",1,2
233,1521,3047,1101,"Cultura Portuguesa",1,1
233,1521,3047,1102,"Direito nas Organizações Culturais",1,1
233,1521,3047,1103,"Gestão Cultural I",1,1
233,1521,3047,1104,"Informática",1,1
233,1521,3047,1105,"Inglês I",1,1
233,1521,3047,1106,"Matemática",1,1
233,1521,3047,1201,"Contabilidade Geral",1,2
233,1521,3047,1202,"Geografia",1,2
233,1521,3047,1203,"Gestão Cultural II",1,2
233,1521,3047,1204,"Inglês II",1,2
233,1521,3047,1205,"Introdução à Gestão",1,2
233,1521,3047,1206,"Património Cultural e Natural",1,2
233,1521,3047,2101,"Comunicação e Relações Públicas",2,1
233,1521,3047,2102,"Contabilidade de Gestão",2,1
233,1521,3047,2103,"Contabilidade Pública",2,1
233,1521,3047,2104,"Estatística",2,1
233,1521,3047,2105,"História da Arte I",2,1
233,1521,3047,2106,"Telecomunicações e Multimédia",2,1
233,1521,3047,2201,"Animação Sociocultural",2,2
233,1521,3047,2202,"Economia",2,2
233,1521,3047,2203,"História da Arte II",2,2
233,1521,3047,2204,"Investigação Operacional",2,2
233,1521,3047,2205,"Sistemas de Informação para a Gestão",2,2
233,1521,3047,2206,"Valorização do Património Cultural",2,2
233,1521,3047,3101,"Conservação e Reabilitação do Património I",3,1
233,1521,3047,3102,"Direito e Legislação Cultural",3,1
233,1521,3047,3103,"Gestão Financeira",3,1
233,1521,3047,3104,"Marketing I",3,1
233,1521,3047,3105,"Método e Técnicas de Recolha e Levantamento do Património Cultural I",3,1
233,1521,3047,3106,"Museologia e Património",3,1
233,1521,3047,3201,"Análise de Investimentos",3,2
233,1521,3047,3202,"Conservação e Reabilitação do Património II",3,2
233,1521,3047,3203,"Marketing II",3,2
233,1521,3047,3204,"Método e Técnicas de Recolha e Levantamento do Património Cultural II",3,2
233,1521,3047,3205,"Sociologia da Cultura e da Arte",3,2
233,1521,3047,3206,"Turismo Cultural",3,2
234,1521,3047,1101,"Artes do Espectáculo",1,1
234,1521,3047,1102,"Biblioteconomia e Arquivística",1,1
234,1521,3047,1103,"Gestão de Recursos Humanos",1,1
234,1521,3047,1104,"Mercados Culturais",1,1
