"N_PLANO","COD_CURSO","COD_ESCOLA","N_DISCIPLINA","DISCIPLINA","ANO","SEMESTRE"
2,589,3041,1102,"Desenho Técnico I",1,1
2,589,3041,1101,"Biologia",1,1
2,589,3041,1103,"Física",1,1
2,589,3041,1104,"Maquinaria Agrícola (Laboratório)",1,1
2,589,3041,1105,"Matemática I",1,1
2,589,3041,1107,"Propriedades dos Materiais de Construção",1,1
2,589,3041,1108,"Química",1,1
2,589,3041,1201,"Desenho Técnico II",1,2
2,589,3041,1202,"Fundamentos de Agricultura",1,2
2,589,3041,1204,"Matemática II",1,2
2,589,3041,1205,"Mecânica I",1,2
2,589,3041,1206,"Meteorologia e Hidrologia",1,2
2,589,3041,1208,"Resistência de Materiais I",1,2
2,589,3041,2102,"Matemática III",2,1
2,589,3041,2103,"Mecânica II",2,1
2,589,3041,2104,"Oficinas (Metais II)",2,1
2,589,3041,2105,"Produção Agrícola I",2,1
2,589,3041,2106,"Produção Animal",2,1
2,589,3041,2107,"Resistência de Materiais II",2,1
2,589,3041,2108,"Topografia I",2,1
2,589,3041,2202,"Eletricidade",2,2
2,589,3041,2203,"Máquinas Agrícolas",2,2
2,589,3041,2204,"Mecânica de Fluídos",2,2
2,589,3041,2205,"Motores e Tractores",2,2
2,589,3041,2206,"Oficinas (Serviço, Conservação e Reparação)",2,2
2,589,3041,2207,"Produção Agrícola II",2,2
2,589,3041,2208,"Topografia II",2,2
2,589,3041,3101,"Abastecimentos e Distribuição de Água",3,1
2,589,3041,3103,"Colheita e Armazenamento dos Produtos",3,1
2,589,3041,3104,"Construções Rurais e Serviços",3,1
2,589,3041,3106,"Gestão de Pessoal",3,1
2,589,3041,3107,"Planeamento dos Projetos",3,1
2,589,3041,3210,"Projeto",3,2
1,435,3041,1101,"Biologia",1,1
1,435,3041,1102,"Fundamentos da Agricultura I",1,1
1,435,3041,1103,"Matemática e Estatística Aplicada",1,1
1,435,3041,1104,"Motores e Tractores",1,1
1,435,3041,1105,"Sociologia e Economia Agrária",1,1
1,435,3041,1201,"Contabilidade Agrícola",1,2
1,435,3041,1202,"Fundamentos da Agricultura II",1,2
1,435,3041,1203,"Instalações Agrícolas",1,2
1,435,3041,1204,"Introdução à Gestão",1,2
1,435,3041,2101,"Direito Comercial",2,1
1,435,3041,2103,"(Opção I) Produtos Agrícolas e Alimentares",2,1
1,435,3041,2104,"(Opção I) Técnicas de Produção Agrícola III",2,1
1,435,3041,2105,"(Opção I) Técnicas de Produção Agrícola IV",2,1
1,435,3041,2107,"(Opção I) Técnicas de Produção Florestal",2,1
1,435,3041,2108,"Técnicas de Produção Agrícola II",2,1
1,435,3041,2109,"Técnicas de Produção Animal I",2,1
1,435,3041,2201,"Mercados e Comercialização de Produtos",2,2
1,435,3041,2202,"(Opção II) Técnicas de Produção Animal II",2,2
1,435,3041,2203,"(Opção II) Técnicas de Produção Animal III",2,2
1,435,3041,2205,"Técnicas de Produção Agrícola VI",2,2
1,435,3041,2206,"Técnicas de Regadio",2,2
9,118,3041,1002,"Economia",1,0
9,118,3041,1101,"Contabilidade Pública",1,1
9,118,3041,1102,"Introdução às Ciências Sociais",1,1
9,118,3041,1201,"Informática",1,2
9,118,3041,2001,"Contabilidade Analítica I",2,0
9,118,3041,2002,"Contabilidade Geral II",2,0
9,118,3041,2003,"Direito Comercial",2,0
9,118,3041,2004,"Economia II",2,0
9,118,3041,2005,"Matemática II",2,0
9,118,3041,2101,"Instituições de Crédito e sua Contabilidade",2,1
9,118,3041,3001,"Contabilidade Analítica II",3,0
9,118,3041,3002,"Contabilidade e Análise Financeira",3,0
9,118,3041,3003,"Direito Fiscal",3,0
9,118,3041,3005,"Matemática Financeira",3,0
9,118,3041,3101,"Sociologia do Trabalho",3,1
9,118,3041,3201,"Contabilidade Nacional",3,2
9,118,3041,3210,"Trabalho de Fim de Curso",3,2
10,435,3041,1101,"Biologia",1,1
10,435,3041,1102,"Contabilidade Geral",1,1
10,435,3041,1103,"Fundamentos da Agricultura I",1,1
10,435,3041,1201,"Contabilidade Agrícola",1,2
10,435,3041,1202,"Economia Agrária",1,2
10,435,3041,1203,"Fertilidade do Solo",1,2
10,435,3041,1204,"Fundamentos da Agricultura II",1,2
10,435,3041,1205,"Matemática e Estatística Aplicada II",1,2
10,435,3041,1207,"Técnicas de Produção Animal I",1,2
10,435,3041,2101,"Introdução à Gestão",2,1
10,435,3041,2102,"Sociologia Rural",2,1
10,435,3041,2103,"Técnicas de Produção Agrícola II",2,1
10,435,3041,2104,"Técnicas de Produção Agrícola III",2,1
10,435,3041,2105,"Técnicas de Produção Animal II",2,1
10,435,3041,2201,"Cálculo Financeiro",2,2
10,435,3041,2202,"Gestão Financeira I",2,2
10,435,3041,2204,"(Opção I) Produção Florestal",2,2
10,435,3041,2205,"(Opção I) Técnicas de Produção Agrícola IV",2,2
10,435,3041,2207,"Instalações Agrícolas",2,2
10,435,3041,2208,"Técnicas de Produção Animal III",2,2
10,435,3041,2209,"Técnicas de Regadio",2,2
10,435,3041,3101,"Gestão Financeira II",3,1
10,435,3041,3102,"Mercados e Comercialização de Produtos Agrícolas",3,1
10,435,3041,3104,"Planeamento da Empresa",3,1
10,435,3041,3106,"Técnicas de Produção Agrícola VI",3,1
10,435,3041,3210,"Trabalho de Fim de Curso",3,2
12,490,3041,1001,"Economia",1,0
12,490,3041,1002,"Inglês",1,0
12,490,3041,1003,"Matemática I",1,0
12,490,3041,1101,"Contabilidade Geral",1,1
12,490,3041,1102,"Introdução aos Computadores",1,1
12,490,3041,1103,"Introdução às Ciências Sociais",1,1
12,490,3041,1201,"Contabilidade Pública",1,2
12,490,3041,1202,"Linguagens de Programação I",1,2
12,490,3041,1203,"Noções Fundamentais de Direito",1,2
12,490,3041,2001,"Organização e Gestão",2,0
12,490,3041,2101,"Contabilidade Analítica",2,1
12,490,3041,2103,"Matemática II",2,1
12,490,3041,2201,"Aplicações de Informática",2,2
12,490,3041,2202,"Estatística",2,2
12,490,3041,2203,"Gestão de Pessoal",2,2
12,490,3041,3001,"Projeto de Informática",3,0
12,490,3041,3101,"Computação Gráfica",3,1
12,490,3041,3102,"Gestão Financeira",3,1
12,490,3041,3103,"Investigação Operacional",3,1
12,490,3041,3104,"Redes de Comunicação",3,1
12,490,3041,3201,"Análise e Selecção de Investimentos",3,2
12,490,3041,3202,"Gestão e Controlo da Produção",3,2
12,490,3041,3203,"Novos Serviços de Telecomunicações",3,2
11,449,3041,1101,"Atividades Florestais",1,1
11,449,3041,1102,"Biologia",1,1
11,449,3041,1103,"Inglês Técnico I",1,1
11,449,3041,1104,"Introdução aos Computadores",1,1
11,449,3041,1105,"Matemática",1,1
11,449,3041,1106,"Mesologia",1,1
11,449,3041,1107,"Química Orgânica",1,1
11,449,3041,1202,"Botânica Sistemática",1,2
11,449,3041,1203,"Economia e Sociologia Agrária",1,2
11,449,3041,1204,"Inglês Técnico II",1,2
11,449,3041,1205,"Mecanização Florestal",1,2
11,449,3041,1206,"Solos e Fertilidade",1,2
11,449,3041,1207,"Topografia",1,2
11,449,3041,2103,"Extensão Rural",2,1
11,449,3041,2104,"Hidrologia e Hidráulica Florestal",2,1
11,449,3041,2105,"Medições em Recursos Florestais",2,1
11,449,3041,2107,"Silvicultura Geral",2,1
11,449,3041,2201,"Dendrometria e Inventário Florestal",2,2
11,449,3041,2203,"Fogos Florestais",2,2
11,449,3041,2204,"Ordenamento Aquícola",2,2
11,449,3041,2205,"Protecção Florestal",2,2
11,449,3041,2206,"Silvicultura Especial",2,2
11,449,3041,3101,"Economia e Planeamento Florestal",3,1
11,449,3041,3103,"Legislação e Administração Florestal",3,1
11,449,3041,3105,"Ordenamento Biofísico",3,1
11,449,3041,3106,"Parques, Reservas e Conservação da Natureza",3,1
11,449,3041,3107,"Recursos Complementares",3,1
11,449,3041,3210,"Trabalho de Fim de Curso",3,2
14,647,3041,1001,"Atividades Agrícolas",1,0
14,647,3041,1101,"Biologia",1,1
14,647,3041,1102,"Matemática e Elementos de Estatística",1,1
14,647,3041,1103,"Mesologia",1,1
14,647,3041,1104,"Química Física",1,1
4,656,3042,2208,"(Opção III) Língua Francesa",2,2
4,656,3042,2209,"(Opção III) Teoria da Comunicação e Meios Audio Visuais",2,2
4,656,3042,2210,"Sociologia da Educação",2,2
4,656,3042,2211,"Técnicas de Ensino e Desenvolvimento Curricular II",2,2
4,656,3042,3001,"Prática Pedagógica",3,0
4,656,3042,3101,"Ensino/Aprendizagem da Língua Materna I",3,1
4,656,3042,3102,"Expressão e Educação Artística III (Musical, Corporal, Plástica)",3,1
4,656,3042,3104,"Metodologia do Ensino das Ciências Sociais",3,1
4,656,3042,3106,"(Opção IV) Ecologia",3,1
4,656,3042,3107,"(Opção IV) Introdução à Educação Especial",3,1
4,656,3042,3202,"Expressão e Educação Artística IV (Musical, Corporal, Plástica)",3,2
4,656,3042,3203,"Metodologia do Ensino das Ciências da Natureza",3,2
4,656,3042,3205,"(Opção V) Probabilidades e Estatística",3,2
4,656,3042,3206,"Organização e Gestão Escolar",3,2
3,182,3042,1001,"Língua Portuguesa I",1,0
3,182,3042,1002,"Matemática I",1,0
3,182,3042,1003,"Observação e Análise da Prática Pedagógica",1,0
3,182,3042,1004,"(Opção I) Língua Estrangeira (Alemão)",1,0
3,182,3042,1006,"(Opção I) Língua Estrangeira (Inglês)",1,0
3,182,3042,1101,"Ciências da Natureza I",1,1
3,182,3042,1102,"Introdução às Técnicas de Investigação Pedagógica",1,1
3,182,3042,1201,"Ciências da Natureza II",1,2
3,182,3042,1202,"Introdução às Ciências Sociais",1,2
3,182,3042,1203,"Psicologia do Desenvolvimento e Aprendizagem II",1,2
3,182,3042,2001,"Intervenção e Cooperação na Prática Pedagógica",2,0
3,182,3042,2002,"Matemática II",2,0
3,182,3042,2101,"Ciências da Natureza III",2,1
3,182,3042,2102,"Expressão e Educação Artística I (Musical, Corporal, Plástica)",2,1
3,182,3042,2104,"Modelos, Métodos e Técnicas de Educação Pré-Escolar I",2,1
3,182,3042,2105,"Observação/Intervenção no Desenvolvimento Psicológico",2,1
3,182,3042,2201,"Ciências da Natureza IV",2,2
3,182,3042,2202,"Expressão e Educação Artística II (Musical, Corporal, Plástica)",2,2
3,182,3042,2203,"Literatura para a Infância e Juventude",2,2
3,182,3042,2204,"Modelos, Métodos e Técnicas de Educação Pré-Escolar II",2,2
3,182,3042,2205,"Sociologia da Educação",2,2
3,182,3042,3101,"Compreensão do Meio I",3,1
3,182,3042,3102,"Expressão e Educação Artística III (Verbal e Não Verbal)",3,1
3,182,3042,3202,"Expressão e Educação Artística IV (Verbal e Não Verbal)",3,2
3,182,3042,3203,"Organização e Gestão do Centro Educativo",3,2
6,656,3042,1001,"Expressão e Educação Artística I",1,0
6,656,3042,1002,"Língua Portuguesa I",1,0
6,656,3042,1003,"Matemática I",1,0
6,656,3042,1004,"Observação e Análise da Prática Pedagógica",1,0
6,656,3042,1005,"(Opção I) Língua Estrangeira (Alemão)",1,0
6,656,3042,1006,"(Opção I) Língua Estrangeira (Francês)",1,0
6,656,3042,1007,"(Opção I) Língua Estrangeira (Inglês)",1,0
6,656,3042,1101,"Ciências da Natureza I",1,1
6,656,3042,1102,"Introdução às Ciências Sociais",1,1
6,656,3042,1202,"História de Portugal",1,2
6,656,3042,2001,"Expressão e Educação Artística II",2,0
6,656,3042,2002,"Intervenção e Cooperação na Prática Pedagógica",2,0
6,656,3042,2003,"Matemática II",2,0
6,656,3042,2101,"Ciências da Natureza III",2,1
6,656,3042,2102,"Desenvolvimento Curricular",2,1
6,656,3042,2103,"Língua Portuguesa II",2,1
6,656,3042,2104,"(Opção II) Complementos de Matemática",2,1
6,656,3042,2108,"Psicologia da Educação II",2,1
6,656,3042,2109,"(Opção II) Desenho e Pintura na Infância",2,1
6,656,3042,2110,"(Opção II) Língua Estrangeira",2,1
6,656,3042,2201,"Ciências da Natureza IV",2,2
6,656,3042,2202,"Literatura para a Infância e Juventude",2,2
6,656,3042,2203,"Modelos, Métodos e Técnicas de Ensino",2,2
6,656,3042,2204,"(Opção III) Bioquímica",2,2
6,656,3042,2205,"(Opção III) Cultura Portuguesa",2,2
6,656,3042,2206,"(Opção III) Linguagens de Programação",2,2
6,656,3042,2207,"(Opção III) Teoria da Comunicação e Meios Audio Visuais",2,2
6,656,3042,2208,"Sociologia da Educação",2,2
6,656,3042,3001,"Ensino/Aprendizagem da Língua Materna",3,0
6,656,3042,3101,"Introdução à Educação Especial",3,1
14,647,3041,1105,"Química Orgânica",1,1
14,647,3041,1201,"Anatomia",1,2
14,647,3041,1202,"Bioquímica",1,2
14,647,3041,1203,"Elementos de Botânica Agrícola",1,2
14,647,3041,2001,"Agricultura Geral, Máquinas Agrícolas e Culturas Arvenses",2,0
14,647,3041,2003,"Língua Estrangeira (Inglês II)",2,0
14,647,3041,2004,"Nutrição e Alimentação Animal",2,0
14,647,3041,2101,"Etologia",2,1
14,647,3041,2102,"Fisiologia Animal",2,1
14,647,3041,2201,"Economia Agrícola I",2,2
14,647,3041,2202,"Reprodução e Lactação",2,2
14,647,3041,3101,"Bovinicultura I",3,1
14,647,3041,3102,"Economia Agrícola II",3,1
14,647,3041,3103,"Instalações e Equipamentos Pecuários",3,1
14,647,3041,3104,"(Opção I) Apicultura",3,1
14,647,3041,3106,"(Opção I) Tecnologia da Preparação de Alimentos Compostos",3,1
14,647,3041,3201,"Avicultura",3,2
14,647,3041,3202,"(Opção II) Bovinicultura II",3,2
14,647,3041,3203,"(Opção II) Cunicultura",3,2
14,647,3041,3205,"Organização e Gestão da Empresa Agrícola",3,2
14,647,3041,3206,"Produtos Animais",3,2
14,647,3041,3207,"Suinicultura",3,2
14,647,3041,3210,"Trabalho de Fim de Curso",3,2
19,435,3041,1101,"Cálculo Financeiro",1,1
19,435,3041,1102,"Contabilidade Agrícola",1,1
19,435,3041,1103,"Economia Portuguesa",1,1
19,435,3041,1105,"Fiscalidade",1,1
19,435,3041,1106,"Instituições de Crédito e Operações Bancárias",1,1
19,435,3041,1107,"Técnicas de Produção Agrícola III",1,1
19,435,3041,1108,"Técnicas de Produção Animal",1,1
21,999,3041,1101,"Contabilidade Geral",1,1
21,999,3041,1102,"Estatística Aplicada à Gestão",1,1
21,999,3041,1103,"Gestão dos Recursos Humanos",1,1
21,999,3041,1104,"Informática de Gestão",1,1
21,999,3041,1201,"Análise de Investimentos",1,2
21,999,3041,1202,"Contabilidade Analítica",1,2
21,999,3041,1203,"Direito do Trabalho",1,2
21,999,3041,1205,"Política Agrícola Comum",1,2
21,999,3041,2102,"Fiscalidade",2,1
21,999,3041,2103,"Gestão de Cooperativas",2,1
21,999,3041,2104,"Gestão Previsional",2,1
21,999,3041,2105,"Integração Económica Europeia e Instituições Internacionais",2,1
21,999,3041,2201,"Auditoria",2,2
21,999,3041,2202,"Planeamento",2,2
21,999,3041,2210,"Trabalho de Fim de Curso",2,2
40,866,3041,1101,"Biologia I",1,1
40,866,3041,1102,"Climatologia",1,1
40,866,3041,1103,"História da Evolução do Território",1,1
40,866,3041,1104,"Informática",1,1
40,866,3041,1105,"Matemática",1,1
40,866,3041,1106,"Química Orgânica",1,1
40,866,3041,1203,"Botânica Sistemática",1,2
40,866,3041,1205,"Geologia e Geomorfologia",1,2
40,866,3041,1206,"Química Ambiental",1,2
40,866,3041,2101,"Detecção Remota e Cartografia",2,1
40,866,3041,2102,"Ecologia Geral",2,1
40,866,3041,2103,"Fitossociologia e Fitogeografia",2,1
40,866,3041,2106,"Técnicas de Amostragem",2,1
40,866,3041,2201,"Áreas Degradadas",2,2
40,866,3041,2203,"Ecologia de Águas Interiores",2,2
40,866,3041,2204,"Ecologia Terrestre",2,2
40,866,3041,2205,"Efluentes e Resíduos Sólidos",2,2
40,866,3041,2206,"Sistemas de Informação Geográfica",2,2
40,866,3041,3102,"Ecologia de Paisagem",3,1
40,866,3041,3103,"Economia dos Recursos Naturais",3,1
40,866,3041,3104,"Impacte Ambiental",3,1
40,866,3041,3105,"Modelos e Simulação em Sistemas Naturais",3,1
40,866,3041,3106,"Planeamento Integrado",3,1
40,866,3041,3201,"Projeto",3,2
40,866,3041,3210,"Trabalho de Fim de Curso",3,2
39,865,3041,1101,"Biologia",1,1
39,865,3041,1103,"Informática",1,1
39,865,3041,1104,"Matemática I",1,1
39,865,3041,1202,"Fisiologia",1,2
39,865,3041,1203,"Matemática II",1,2
39,865,3041,1204,"Microbiologia I",1,2
39,865,3041,1205,"Química II",1,2
39,865,3041,2101,"Bioquímica I",2,1
39,865,3041,2102,"Fenómenos de Transferência",2,1
39,865,3041,2105,"Termodinâmica Química",2,1
39,865,3041,2201,"Bioquímica II",2,2
39,865,3041,2203,"Métodos Estatísticos",2,2
39,865,3041,2204,"Métodos Instrumentais de Análise",2,2
39,865,3041,2205,"Processos de Separação",2,2
39,865,3041,2206,"Redes de Frio e Calor",2,2
39,865,3041,3101,"Biologia Molecular",3,1
39,865,3041,3102,"Controlo de Qualidade",3,1
39,865,3041,3105,"Tecnologia Enzimática",3,1
39,865,3041,3106,"Tratamento de Efluentes",3,1
39,865,3041,3201,"Biotecnologia de Produtos Animais",3,2
39,865,3041,3202,"Biotecnologia de Produtos Vegetais",3,2
39,865,3041,3203,"Engenharia Genética",3,2
47,970,3041,1101,"Biologia",1,1
47,970,3041,1102,"Física I",1,1
47,970,3041,1104,"Microbiologia I",1,1
47,970,3041,1105,"Química",1,1
47,970,3041,1201,"Contabilidade Aplicada",1,2
47,970,3041,1203,"Física II",1,2
47,970,3041,1204,"Microbiologia II",1,2
47,970,3041,1205,"Química Alimentar",1,2
47,970,3041,2101,"Controlo de Qualidade I",2,1
47,970,3041,2102,"Controle Financeiro",2,1
47,970,3041,2103,"Introdução ao Processamento Alimentar e Cont. Qualidade I",2,1
47,970,3041,2104,"Organização de Empresas I",2,1
47,970,3041,2105,"Tecnologia Alimentar I",2,1
47,970,3041,2201,"Controle de Qualidade II",2,2
47,970,3041,2202,"Introdução ao Processamento Alimentar e Cont. Qualidade II",2,2
47,970,3041,2203,"Organização de Empresas II",2,2
47,970,3041,2204,"Relações Humanas",2,2
47,970,3041,2205,"Tecnologia Alimentar II",2,2
47,970,3041,2210,"Trabalho de Fim de Curso",2,2
50,971,3041,1103,"Estatística e Delineamento Experimental I",1,1
50,971,3041,1104,"Fisiologia Vegetal I",1,1
50,971,3041,1201,"Estatística e Delineamento Experimental II",1,2
50,971,3041,1202,"Fertilidade do Solo em Sistemas Extensivos",1,2
50,971,3041,1203,"Fisiologia Vegetal II",1,2
50,971,3041,1204,"Fitossociologia de Agroecossistemas",1,2
50,971,3041,1205,"Pastagens e Forragens",1,2
50,971,3041,2101,"Avaliação de Recursos Naturais",2,1
50,971,3041,2102,"Biodiversidade e Melhoramento",2,1
50,971,3041,2104,"Produtos de Qualidade - Comercialização e Marketing",2,1
50,971,3041,2105,"Sistemas de Alimentação Animal",2,1
50,971,3041,2201,"Agricultura Biológica",2,2
50,971,3041,2202,"Sistemas Agroflorestais",2,2
50,971,3041,2203,"Sistemas de Agricultura",2,2
50,971,3041,2210,"Trabalho de Fim de Curso",2,2
4,656,3042,1001,"Língua Portuguesa I",1,0
4,656,3042,1002,"Matemática I",1,0
4,656,3042,1003,"Observação e Análise da Prática Pedagógica",1,0
4,656,3042,1005,"(Opção I) Língua Estrangeira (Inglês)",1,0
4,656,3042,1101,"Ciências da Natureza I",1,1
4,656,3042,1201,"Ciências da Natureza II",1,2
4,656,3042,1202,"Introdução às Ciências Sociais",1,2
4,656,3042,1203,"Psicologia do Desenvolvimento e Aprendizagem II",1,2
4,656,3042,2002,"Matemática II",2,0
4,656,3042,2101,"Ciências da Natureza III",2,1
4,656,3042,2102,"Expressão e Educação Artística I (Musical, Corporal, Plástica)",2,1
4,656,3042,2103,"Língua Portuguesa II",2,1
4,656,3042,2104,"Observação e Intervenção no Desenvolvimento Psicológico",2,1
4,656,3042,2105,"(Opção II) Biologia Celular",2,1
4,656,3042,2106,"(Opção II) Desenvolvimento e Expressão Plástico-Gráfica",2,1
4,656,3042,2107,"(Opção II) Educação Moral e Religiosa Católica I",2,1
4,656,3042,2108,"(Opção II) Introdução à Bioquímica",2,1
4,656,3042,2109,"(Opção II) Introdução aos Computadores",2,1
4,656,3042,2110,"(Opção II) Teoria da Literatura",2,1
4,656,3042,2111,"Técnicas de Ensino e Desenvolvimento Curricular I",2,1
4,656,3042,2202,"Expressão e Educação Artística II (Musical, Corporal, Plástica)",2,2
4,656,3042,2203,"Literatura para a Infância e Juventude",2,2
4,656,3042,2207,"(Opção III) História de Portugal",2,2
43,977,3043,1203,"Gestão da Qualidade",1,2
43,977,3043,1205,"Gestão de Sistemas de Informação",1,2
43,977,3043,1206,"Métodos Quantitativos",1,2
43,977,3043,2110,"Projeto de Fim de Curso",2,1
55,976,3043,1103,"Complementos de Programação",1,1
55,976,3043,1104,"Direito Comunitário e Instituições Internacionais",1,1
55,976,3043,1105,"Economia de Empresa",1,1
55,976,3043,1106,"Finanças Empresariais",1,1
55,976,3043,1201,"Aplicações de Informática",1,2
55,976,3043,1203,"Fiscalidade das Empresas",1,2
55,976,3043,1204,"Gestão da Qualidade",1,2
55,976,3043,1205,"Gestão Estratégica",1,2
55,976,3043,1206,"Métodos Quantitativos",1,2
55,976,3043,2110,"Projeto de Fim de Curso",2,1
46,118,3044,1102,"Contabilidade Geral I",1,1
46,118,3044,1103,"Introdução à Informática",1,1
46,118,3044,1104,"Microeconomia",1,1
46,118,3044,1105,"Noções Fundamentais de Direito",1,1
46,118,3044,1201,"Álgebra Linear",1,2
46,118,3044,1202,"Análise Matemática II",1,2
46,118,3044,1204,"Direito Comercial",1,2
46,118,3044,1205,"Macroeconomia",1,2
46,118,3044,1206,"Sistemas de Informação e Bases de Dados",1,2
46,118,3044,2102,"Contabilidade Analítica I",2,1
46,118,3044,2103,"Contabilidade Geral III",2,1
46,118,3044,2104,"Direito Fiscal",2,1
46,118,3044,2105,"Estatística",2,1
46,118,3044,2106,"Programação de Computadores",2,1
46,118,3044,2202,"Contabilidade Analítica II",2,2
46,118,3044,2204,"Contabilidade Nacional",2,2
46,118,3044,2205,"Fiscalidade",2,2
46,118,3044,2206,"Investigação Operacional",2,2
46,118,3044,3101,"Auditoria",3,1
46,118,3044,3102,"Contabilidade Analítica III",3,1
46,118,3044,3104,"Gestão Financeira I",3,1
46,118,3044,3105,"Instituições de Crédito",3,1
46,118,3044,3106,"Seminário",3,1
46,118,3044,3201,"Análise e Selecção de Investimentos",3,2
46,118,3044,3202,"Contabilidade Analítica IV",3,2
46,118,3044,3204,"Gestão Financeira II",3,2
46,118,3044,3205,"Projeto",3,2
49,490,3044,1101,"Análise Matemática I",1,1
49,490,3044,1102,"Contabilidade Geral I",1,1
49,490,3044,1103,"Introdução à Informática",1,1
49,490,3044,1104,"Microeconomia",1,1
49,490,3044,1105,"Noções Fundamentais de Direito",1,1
49,490,3044,1106,"Sociologia",1,1
49,490,3044,1201,"Álgebra Linear",1,2
49,490,3044,1202,"Análise Matemática II",1,2
49,490,3044,1203,"Contabilidade Geral II",1,2
49,490,3044,1205,"Macroeconomia",1,2
49,490,3044,1206,"Sistemas Operativos",1,2
49,490,3044,2101,"Análise Matemática III",2,1
49,490,3044,2103,"Contabilidade Pública",2,1
49,490,3044,2104,"Estatística",2,1
49,490,3044,2105,"Linguagens de Programação II",2,1
49,490,3044,2201,"Aplicações Informáticas",2,2
49,490,3044,2204,"Direito Empresarial",2,2
49,490,3044,2205,"Investigação Operacional",2,2
49,490,3044,2206,"Teoria das Organizações",2,2
49,490,3044,3101,"Análise de Sistemas",3,1
49,490,3044,3102,"Gestão Financeira",3,1
49,490,3044,3103,"Marketing",3,1
49,490,3044,3104,"Organização e Gestão",3,1
49,490,3044,3105,"Redes de Comunicação",3,1
49,490,3044,3106,"Seminário",3,1
49,490,3044,3201,"Análise de Investimentos",3,2
49,490,3044,3204,"Novos Serviços de Telecomunicações",3,2
49,490,3044,3205,"Paradigmas da Programação",3,2
49,490,3044,3206,"Projeto",3,2
57,286,3043,1101,"Análise Matemática I",1,1
57,286,3043,1102,"Circuitos e Sinais",1,1
57,286,3043,1104,"Eletrotecnia I",1,1
57,286,3043,1105,"Introdução à Informática",1,1
57,286,3043,1106,"Sociologia",1,1
57,286,3043,1203,"Eletrónica I",1,2
57,286,3043,1204,"Eletrotecnia II",1,2
57,286,3043,1205,"Linguagens de Programação I",1,2
57,286,3043,2102,"Economia",2,1
57,286,3043,2103,"Eletrónica II",2,1
57,286,3043,2104,"Estatística",2,1
57,286,3043,2106,"Sistemas de Informação",2,1
57,286,3043,2201,"Bases de Dados",2,2
57,286,3043,2202,"Computação Gráfica",2,2
57,286,3043,2203,"Instrumentação e Medidas",2,2
57,286,3043,2204,"Investigação Operacional",2,2
57,286,3043,2205,"Sistemas Digitais I",2,2
57,286,3043,2206,"Teoria dos Sistemas",2,2
57,286,3043,3101,"Aplicações Multimédia",3,1
57,286,3043,3103,"Organização e Gestão",3,1
57,286,3043,3106,"Sistemas Digitais II",3,1
57,286,3043,3201,"Aplicações Porcessamento de Sinal",3,2
57,286,3043,3202,"Comunicações",3,2
57,286,3043,3203,"Inteligência Artificial",3,2
57,286,3043,3205,"Paradigmas da Programação",3,2
57,286,3043,3206,"Projeto",3,2
58,440,3043,1101,"Análise Matemática I",1,1
58,440,3043,1102,"Contabilidade Geral I",1,1
58,440,3043,1103,"Introdução à Informática",1,1
58,440,3043,1105,"Noções Fundamentais de Direito",1,1
58,440,3043,1106,"Sociologia Industrial das Organizações e do Trabalho",1,1
58,440,3043,1201,"Álgebra Linear",1,2
58,440,3043,1202,"Análise Matemática II",1,2
58,440,3043,1203,"Bases de Dados",1,2
58,440,3043,1204,"Contabilidade Geral II",1,2
58,440,3043,1205,"Direito Comercial",1,2
58,440,3043,1206,"Macroeconomia",1,2
58,440,3043,2101,"Análise Matemática III",2,1
58,440,3043,2103,"Economia Portuguesa",2,1
58,440,3043,2106,"Teoria das Organizações",2,1
58,440,3043,2201,"Cálculo Financeiro",2,2
58,440,3043,2202,"Contabilidade Analítica II",2,2
58,440,3043,2203,"Estatística II",2,2
58,440,3043,2204,"Fiscalidade das Empresas",2,2
58,440,3043,2205,"Gestão Financeira II",2,2
58,440,3043,2206,"Investigação Operacional",2,2
58,440,3043,3101,"Análise de Investimentos",3,1
58,440,3043,3103,"Gestão de Operações I",3,1
58,440,3043,3104,"História e Política Económica",3,1
58,440,3043,3105,"Marketing",3,1
58,440,3043,3201,"Gestão da Qualidade",3,2
58,440,3043,3202,"Gestão de Operações II",3,2
58,440,3043,3203,"Gestão de Recursos Humanos",3,2
58,440,3043,3204,"Gestão de Sistemas de Informação",3,2
58,440,3043,3205,"Gestão Estratégica",3,2
58,440,3043,3206,"Projeto/Seminário",3,2
20,676,3042,1002,"Inglês I",1,0
20,676,3042,1003,"Língua Portuguesa I",1,0
20,676,3042,1004,"Matemática I",1,0
20,676,3042,1005,"Observação e Análise da Prática Pedagógica",1,0
20,676,3042,1006,"Psicologia da Educação I",1,0
20,676,3042,1201,"Ciências da Natureza II",1,2
20,676,3042,1202,"História de Portugal",1,2
20,676,3042,2002,"Inglês II",2,0
20,676,3042,2003,"Intervenção e Cooperação na Prática Pedagógica",2,0
20,676,3042,2004,"Matemática II",2,0
20,676,3042,2101,"Ciências da Natureza III",2,1
20,676,3042,2102,"Desenvolvimento Curricular",2,1
20,676,3042,2103,"Língua Portuguesa II",2,1
20,676,3042,2201,"Ciências da Natureza IV",2,2
20,676,3042,2202,"Literatura para a Infância e Juventude",2,2
20,676,3042,2203,"Modelos, Métodos e Técnicas de Ensino",2,2
20,676,3042,2204,"Sociologia da Educação",2,2
